TF	Target
NFKB1	BCL2L1
TFAP2C	SMCR2
MYC	TIMM50
JUN	TUBB4B
MYC	IGF2BP1
USF1	RDH5
SP1	FES
E2F1	ATL3
TFAP2C	EPB41L1
TP53	TNFRSF10A
E2F1	FOXRED1
MYC	CCT7
SP1	CDK5
JUN	MIR7848
TFAP2C	EID2
GATA1	GATA1
USF1	GCLC
FOS	SLC50A1
JUN	ASB2
SP1	TMBIM1
SRF	NPAS4
MAX	CKS1B
CREB1	TGFB1
USF2	IGF2R
SP1	LTBP4
MYC	TXNDC12
EGR1	REEP6
E2F1	IER5L
MYC	PCBP1
MYC	NIT1
TFAP2A	B4GALT1-AS1
GATA1	DICER1
MYC	CD63
MYC	SUN1
JUN	NOS3
TFAP2A	FMNL1
E2F1	PIN1
MYC	METAP1D
SPI1	FES
TFAP2A	PTGS2
USF1	ZBTB24
SP1	RALB
POU2F1	GNRH1
SP1	ERBB2
STAT3	CCL2
RELA	MIR4734
MYC	SLC39A7
E2F1	MIR6835
YY1	CATSPERG
ETS1	MMP2
SP1	MAP3K6
PAX5	FCER2
FLI1	ITGA2B
YY1	PSMB3
YY1	UBA1
JUN	POLD2
SP1	ATP2A2
SP1	RRAS
GATA1	SNX22
NFATC1	IL2
EGR1	CTNNB1
MAX	CDK6
EGR1	TRIO
SP1	CTTNBP2NL
SPI1	ELANE
EGR1	SPECC1
LEF1	MMP7
SP1	SLC4A2
TP53	MDM2
RELA	NFKBIZ
SRF	PLP2
USF1	DLG1
YY1	ERCC5
USF1	KLF6
GATA2	EFNA3
GATA1	KLF1
E2F1	POLE2
NFKB1	TRAF2
ARNT	PFKFB3
USF1	CTF1
YY1	IPO9-AS1
NFKB1	B2M
USF1	TAF6L
FOS	STAU2-AS1
FOS	MAPRE2
SP1	STARD3
EGR1	CIC
EGR1	RNASEH2A
RELA	CCL3
SP1	ARID1A
CTCF	CCND1
JUN	EIF3J
JUN	ZNF335
EP300	CDKN2B
NFKB1	AGER
JUN	MIR661
JUN	ATP2A2
MYC	TPRA1
USF2	PIGR
ETS1	PLAU
USF1	PIAS4
E2F1	MMP15
TFAP2A	MATR3
CIITA	HLA-DMB
YY1	DLG4
USF1	IL34
E2F1	RPA2
MYC	SLC2A4
EGR1	IL2RB
E2F1	WWOX
STAT5B	CCND3
USF1	ZNF503
STAT6	SOCS1
EGR1	ZYX
USF1	SLC20A1
REL	CCL2
AR	CDKN1A
TFAP2C	ZNFX1
SP1	CCND2
EGR1	MMP14
MYC	SLC43A1
FOS	CAPN2
MYC	MNT
TCF3	LCK
SP1	MMP28
MYC	TGFBRAP1
SP1	CBX8
E2F1	MSH6
E2F1	TMEM143
SP1	COL1A1
STAT3	CCND3
USF1	SNAI1
MYC	CDK6
USF1	CNPY2
TFAP2A	MTHFR
TFAP2A	FBXW2
MYC	RPL22
JUN	ME1
CREB1	CPT1A
EGR1	CHRM4
TFAP2A	ZHX3
TFAP2C	TNPO1
TCF3	CDK6
MYC	SLC39A8
YY1	AP3D1
ETS1	PTHLH
FOS	SBK3
RELA	BCL2L1
HIF1A	SERPINE1
NFKB1	IL23A
JUN	PPP1R15A
TFAP2A	PPL
JUN	PUSL1
FOS	BCL9
E2F1	DOCK9
MYB	COL1A1
ESR1	EBAG9
TP73	MDM2
EGR1	KDM4B
USF1	RPL23
USF1	SERPINE2
PAX5	SEC1P
USF1	SLC4A2
NFKB1	CCL22
MYC	PTPRF
EGR1	TRIM62
MYC	ST3GAL1
JUN	GATAD2A
PPARG	BAD
YY1	PCBP1
E2F1	SEPHS1
JUN	MTHFR
EGR1	LDLRAD3
SRF	PRM1
E2F1	PDE8A
E2F1	PPM1D
USF1	DNAJC8
CEBPB	IL6
MYC	AKAP1
ETS1	CTSB
NFKB1	CXCL3
CREB1	DDX5
E2F1	TMEM60
GATA1	INHA
TFAP2C	MIDN
E2F1	PIM1
JUN	CSRNP1
USF1	RASSF1
YY1	YY1
NFKB1	BCL2
NFKB1	BIRC3
TFAP2A	FLII
PAX5	RERE
YY1	PTCD2
USF1	KCNH4
SP1	RORA
USF1	IGF2R
EGR1	RAP1A
EGR1	RAB11FIP4
E2F1	DYRK1A
HIF1A	HK2
SP1	TMEM256
CREB1	LYN
USF1	ADCY3
MYC	SRSF1
EPAS1	SERPINE1
MYC	NPM1
E2F1	BRPF1
YY1	CDC34
TFAP2A	SHMT2
POU2F2	MEF2D
NFKB1	CD83
USF1	IRF9
REST	MAD2L1BP
ATF2	FOSB
EGR1	ACTL6B
CREB1	SLC19A1
USF1	MRPL40
STAT1	CXCL10
USF1	PTPDC1
E2F1	UBC
JUN	MAD2L1BP
EGR1	EHMT1
NFIC	COL18A1
FOS	CLIC1
EGR1	APOM
SP1	GPT
SRF	MTCH1
RXRA	ACOX1
CREB1	ERBB2
GATA1	TCP11L2
E2F1	FAM76B
JUN	VGF
CREB1	NF1
EGR1	PRR14L
MYC	BMI1
MYC	MEF2D
YY1	PRRC2A
ETS2	CDK1
EGR1	F3
PPARG	BCL2
USF1	AMPD2
EGR1	RBM38
USF1	CTSA
SP1	DACT3-AS1
ESR1	PTMA
CEBPA	TSC22D3
EGR1	SH2B3
REST	STMN3
USF1	SNORA21
E2F1	CENPM
EGR1	GADD45B
SPI1	FLI1
E2F1	CDKN2A
TFAP2A	BCKDHA
EGR1	BCL7C
SMAD3	CDKN1A
MYC	NOL3
MYC	WT1
E2F1	ADAMTS1
MYC	SYNGAP1
CTCF	ASAP2
USF1	ACY1
FLI1	TGFBR2
CLOCK	BHLHE40
EGR1	PACSIN2
MYC	IL6
JUN	TNFAIP3
ATF2	NR4A2
STAT5A	BCL2
SP1	GRK6
STAT3	CCND1
SP1	FBXL19-AS1
JUN	FTL
SP1	CALM3
USF1	ABCB6
E2F1	SUZ12
USF1	ATAD3B
TFAP2C	SCAF1
FOS	BFSP1
JUN	S100A2
JUN	FASLG
JUN	BCL2L11
SRF	NFE2L2
STAT4	MYC
JUN	BATF3
USF1	SLC39A14
FLI1	TERT
FOS	MAD2L1BP
ETS1	ITGB3
E2F1	DTL
USF1	CIITA
NFIC	CCL2
EGR1	FKBP2
USF1	MAPKAPK3
NFKB1	CD80
USF1	FOXP1
JUN	UBC
ETS1	CDKN1A
FOS	MIR661
SRF	TPM1
TFAP2C	B4GALT1-AS1
EGR1	PDPK1
SP1	CYSRT1
EGR1	ZMIZ1-AS1
SP1	CERS2
E2F1	TTI1
E2F1	RASAL2
FOS	PRDM11
JUN	RALGDS
E2F1	TMEM187
AR	KLF5
E2F1	MTHFD1
POU2F2	LYN
MYC	ZNF771
TP53	GADD45A
FOS	MIR6892
JUN	GATA3
STAT3	BCL2
E2F1	ZNF653
FOS	MAP7D1
CTCF	H19
RELA	IER3
E2F1	STAG1
EGR1	TUBB
YY1	SNORD35A
USF1	FASTK
JUN	TNXB
ESR1	MDM2
SP1	MIF
FOS	TRAF2
CEBPA	CSRP1
JUN	DLG4
SP1	GEMIN7
MYC	ZNF296
TFAP2A	GPX4
E2F1	NFIB
E2F1	PUM2
JUN	SNCG
SRF	FILIP1L
USF1	SPAG7
E2F1	ARL6IP6
MYC	PPIA
FOS	PLAUR
MYC	SPIB
E2F1	TRMT6
TP53	THBS1
SP1	IKZF4
NFKB1	BIRC2
STAT3	MYC
USF1	RBM18
MYC	MIR762
JUN	EZR
E2F1	RTN4
E2F1	ZNF524
E2F1	HNRNPUL1
USF2	HMOX1
ETS2	MYC
FOS	TYSND1
GATA3	TCF7L2
TFAP2A	KIFC3
EGR1	BTBD19
MYC	CENPM
E2F1	EML6
MYC	VEGFA
SP1	PFKFB4
E2F1	BROX
RELA	SELE
E2F1	MCM10
E2F1	RAB40C
FLI1	MPL
EGR1	PAQR4
E2F1	MCM6
SP1	AKT1S1
EGR1	EGR1
SP1	CSRNP1
IRF1	PSMB10
E2F1	SESN1
E2F1	TOP2A
EGR1	SNORA70
USF1	TNXB
E2F1	MCFD2
E2F1	BACH1
EGR1	RET
USF1	AGTRAP
TFAP2A	KRT5
USF1	YIPF2
JUN	NFX1
GATA1	NOS3
FOS	PLEC
E2F1	SSBP4
ESR1	TFF1
SP1	RASGRP2
TFAP2A	SERPINE1
USF1	RCOR2
NFKB1	CXCL5
USF1	HOXB7
MYC	SNORA14B
ETS1	CSF2
PPARA	APOC3
YY1	RPP25L
MYC	SIM2
JUN	NUP214
USF1	PFN1
MYC	VGF
SP1	ARVCF
SP1	MIR1234
MYC	PTBP1
EGR1	ARRB1
JUN	AXL
FOS	HSP90AB1
USF1	COMTD1
E2F1	XPO1
SPI1	RNASE2
TFAP2C	BRF1
POU2F1	CCND1
FOS	UBC
TP53	SIVA1
YY1	DEAF1
NFIC	GTF3C2
JUN	ZNF219
TFAP2C	HSF4
CREB1	CCND1
SRF	ACTG1
POU2F1	ID1
SRF	FBXO46
CREB1	NR4A2
SP1	TSEN34
SP1	PTK7
ETS2	FOS
YY1	CNPY4
E2F1	KDM6A
E2F1	KANSL1
YY1	AKT1S1
CEBPB	IL3
JUN	LIMA1
AR	KLK3
TFAP2C	ZNF593
SPI1	ICAM1
CREB1	PPM1D
SP1	KRT18
JUN	AHNAK2
USF1	MIR762
SP1	NAT9
JUN	KLHL40
SP1	CELSR3
TFAP2A	UST
SPI1	IL5
SP1	PIM1
MYC	FBXL19
SP1	PLAU
FOS	MFSD11
YY1	NCDN
TFAP2A	ATP1A1
MYC	INO80
SP1	STAR
SP1	PLAT
TFAP2A	SMCR2
E2F1	FHIT
E2F1	DEK
ETS1	ANPEP
TFAP2A	PLCG1-AS1
EGR1	KLF6
SP1	IP6K2
NFKB1	CCND1
CREB1	SLC20A1
CREB1	PPARGC1A
JUN	MAPRE2
SREBF1	SCD
MYC	EPB41
MYC	TFRC
E2F1	GMNN
SPI1	MNDA
ETS1	IL2RB
CREB1	ETV3
EGR1	PLEC
MYC	ASS1
EGR1	ARPC4
E2F1	TYRO3
RELA	MAML2
ARNT	EPO
FOS	EIF3J
EGR1	AGAP3
PPARG	CD36
SRF	JUNB
ATF2	TNF
SPI1	TNF
SP1	CDC25A
EGR1	MAP3K2
YY1	PHB2
YY1	TMEM187
SP1	PCSK4
CEBPB	TNF
E2F1	KLHDC1
ESR1	CYP1B1
USF1	LINC-PINT
JUN	CCND1
E2F1	CASP8AP2
FOS	TP53
E2F1	SLC16A6
JUN	PLAU
MYC	NRAS
USF1	EIF3K
SP1	APLP2
ESR1	GREB1
MYC	JUNB
RELA	IL12B
YY1	ALG12
TFAP2A	SYT7
MYC	EIF4B
FOS	SLC3A2
NFKB1	JUNB
TP53	TP53I3
JUN	CCND2
E2F1	CTCF
MYC	NME2
E2F1	DOK1
REST	OPRM1
USF1	PA2G4
CREB1	CPT1B
E2F1	SLC38A1
MYC	UBE2C
E2F1	MIR5695
SRF	PTMS
EGR1	ACHE
MYC	SLC1A5
TP53	DDB2
JUN	KCNN3
GATA2	NOS3
JUN	STAT5B
SP1	DNMT1
YY1	IDH3G
MYC	HMGN2
TFAP2C	TRIM8
E2F1	TRADD
E2F1	TUBB
EGR1	SCOC
CREB1	ERF
STAT1	TAP1
EGR1	KDM2A
E2F1	MSH3
TFAP2A	ENG
E2F4	MYC
SP1	HES1
YY1	DRAP1
E2F1	RANBP1
USF2	MYH9
EGR1	MIR6835
JUN	CYP19A1
MYC	SLC7A5
CEBPB	IL24
FOS	MYC
CEBPB	FURIN
SP1	KREMEN2
EGR1	FCHSD2
CREB1	SMAD9
STAT3	CISH
JUN	ITGA5
USF1	VPS37B
REST	CHKA
TFAP2A	POLD2
CREB1	POLB
JUN	MMP3
E2F1	LINC01126
REST	VGF
JUN	BRD2
USF1	ERCC1
MYC	PTEN
SRF	GRK6
STAT4	IFNG
STAT3	MUC1
FOSL1	CLU
TFAP2C	JADE2
NFIC	ITGA5
E2F1	TAF11
EGR1	PNCK
STAT3	OSM
SP1	ODC1
YY1	POLK
USF1	SLC7A5
CEBPB	IL1B
E2F1	CCP110
SP1	SCARB1
E2F1	CBX3
MYC	NFIX
USF1	LIN28A
CIITA	HLA-DQB1
MYC	TCIRG1
E2F1	GEN1
MYC	HK2
STAT5A	CISH
FLI1	HMOX1
FOS	BCL9L
SP1	SEC16A
SP1	GGT7
CIITA	HLA-DRB1
JUN	CLDN6
USF1	SLC39A8
SP1	IFNGR1
USF1	FMR1
E2F1	DNAJC11
YY1	EXOSC5
SP1	CORO1C
REST	ALKBH6
E2F1	MCM7
EGR1	KREMEN2
TFAP2A	TRIM8
JUN	TBC1D17
TFAP2A	EPB41L1
CREB1	HMOX1
USF1	PTGDS
PPARA	ACSL1
MYC	RNMT
NFKB1	SELE
SP1	TUBB
FOS	NQO1
SRF	IRF2BPL
SP1	ADRA2B
RELA	CCND1
MYC	HDAC2
PPARD	LPL
E2F1	STK35
E2F1	PHF5A
EGR1	LYRM9
E2F1	SEC1P
SP1	ATF2
EGR1	ARPC4-TTLL3
TFAP2A	CDKN1A
USF1	CTBP2
ETS1	HMOX1
JUN	TNFRSF12A
EGR1	NFKBID
E2F1	CLIP1
FOS	MDC1
RELA	MIR330
EGR1	PTGES
YY1	MUTYH
TFAP2A	ADD1
FOS	RIN1
REST	CLK2
E2F1	PCSK6
CREBBP	PCK2
E2F1	CNOT6L
USF1	LZTFL1
JUN	STK40
SP1	MAST1
YY1	CRAT
USF1	SYNCRIP
JUN	C2CD2
EGR1	SLC4A2
FOS	HELZ
FOS	PRX
TP73	BBC3
CREB1	LDHA
USF1	PLEKHA6
E2F1	FHOD1
GATA1	LTBP4
TFAP2C	RBPJ
JUN	PRX
CEBPB	ADM
CREBBP	CDKN1A
TFAP2A	FAM53B
RELA	CD74
E2F1	CTDSPL2
USF1	NADK
SP1	CHPF
STAT4	PIM1
JUN	CTTNBP2NL
YY1	SNORD34
CEBPA	CSF1
E2F1	CLIC1
MYC	RAB3A
USF1	KLF9
JUN	FAM107B
FOS	CSRNP1
USF1	AKT1S1
E2F1	POLR2M
TP53	IER3
JUNB	CLU
JUN	ZC3H12A
JUN	NDRG4
EGR1	PLAU
MYC	CASP9
MYC	ZNRF3
TP53	HRAS
JUN	CMIP
SP1	HDAC4
HIF1A	EPO
E2F1	SRSF1
PPARD	ANGPTL4
FOS	FURIN
USF1	SLC25A39
TFAP2A	ACSL3
NFIC	MATN1
E2F1	ABCB10
FOS	HBP1
TFAP2A	ZDHHC2
SRF	PLEKHG2
TFAP2C	SERTAD3
USF2	CTSB
SRF	CD248
SMAD4	CDKN1A
FOS	COL7A1
MYC	CIC
HIF1A	TGFB3
JUN	CC2D1B
USF1	PKLR
EGR1	PDLIM7
SP1	HNRNPUL1
USF1	NDUFAF6
TFAP2C	ESR1
ESR1	FOS
SP1	CDKN2B
TFAP2A	KDM2A
STAT2	IFIT3
TFAP2A	GPR137
MYC	TRIB1
TFAP2A	RNF19B
EGR1	GIT1
CEBPB	HP
USF1	PBRM1
TFAP2C	FMNL1
E2F1	SENP1
MYC	CACNB1
JUND	CLU
JUN	OXT
MYC	YIF1A
SP1	CCND1
JUN	PPP2CA
MYC	SHMT1
E2F1	PDIA3
E2F1	UBE2D3
E2F1	MXD3
ETS1	MDM2
E2F1	TPRA1
MYC	DBP
YY1	ACADVL
EGR1	TRADD
FOS	SERTAD1
EGR1	PARP10
YY1	SNORD33
E2F1	SRSF7
YY1	CHCHD10
EGR1	UBL3
CREB1	CYP11A1
E2F1	TMPO
EGR1	MAFF
JUN	MIR3661
EGR1	MYO1C
USF1	PKN1
EGR1	AHCYL1
TP53	EI24
JUN	PLAUR
NFKB1	CCL4
E2F1	SNORD54
EGR1	PCSK2
RELA	AGER
E2F1	TRIM37
E2F1	DHFR
FOS	SLC22A18
TP53	DDIT4
CEBPA	CPS1
FOS	CAST
ATF2	INS
TFAP2A	ODC1
HIF1A	SLC2A1
TFAP2A	BCL3
STAT1	CCL2
YY1	KMT2E
LEF1	CCND1
ARNT	ENO3
TFAP2A	CNOT2
E2F1	SMCHD1
MYC	GSTP1
USF1	WDR81
EGR1	NFYC
FOXA2	CAT
JUN	PTPRR
JUN	RAB27B
EGR1	TDRKH
TFAP2A	SMAD7
TFAP2A	ZNFX1
SP1	CDC25C
E2F1	CDC45
E2F1	NOLC1
YY1	ZNF688
USF1	SQSTM1
YY1	NEU1
E2F1	APAF1
E2F1	PKMYT1
SP1	SAMD4B
TFAP2A	ZDHHC14
USF1	SLC1A5
SP1	AGT
SP1	COL7A1
ARNT	ALDOA
TFAP2A	MYO1C
E2F1	PPAT
SP1	NFE2
STAT1	MUC1
RELA	EBI3
YY1	MIR4522
MYC	TRIM25
FOS	PHLDA2
YY1	GAL3ST3
E2F1	SUMO2
TFAP2C	KDM2A
SP1	PROCA1
YY1	ZDHHC18
EGR1	DIDO1
TFAP2A	SMPD1
EGR1	USF2
STAT6	CISH
SRF	PFKFB3
EGR1	IGF2
TFAP2A	LPP
JUN	NFKB2
STAT5B	PIM1
MEF2A	JUN
SP1	IGF2BP1
MYC	ID2
SP1	GPR137
MYB	CSRP1
E2F1	MCMBP
USF1	SFXN2
FOS	RARA
JUN	NPAS4
JUND	F3
MYC	CTF1
TFAP2C	MIR6853
YY1	MTFP1
PPARG	GADD45B
CEBPA	SPI1
MAX	KDM6B
TCF3	CALM3
MAX	SEC23IP
MAX	MIR4492
MEF2A	HDAC9
MAX	LAMP1
ATF3	JUND
MAX	LMNA
ERG	JUN
MAX	KAT5
MAX	HDAC3
MAX	YBX1
MAX	PIP4K2C
E2F1	TRRAP
MAX	AP3M1
MAX	EIF3J
CEBPA	GSK3B
MAX	CBX8
MAX	CHTF8
TP53	BRCA1
TCF4	TCF4
MAX	ETV1
GABPA	HCFC1
MAX	CCDC12
NFYA	STK11
MAX	RSU1
MYC	IFI30
KLF4	TP53
NFYA	CHP1
RELA	AR
E2F4	RB1
MAX	CBX3
POU2F1	POU2AF1
MAX	C4orf19
MAX	ASS1
BCL3	NFKB2
MAX	GNS
MAX	ALDH6A1
MAX	GFOD1
MAX	SLC39A8
HNF4A	PLXNB1
MAX	BAG4
FOS	DDIT3
MAX	RANBP1
NR2F2	HIPK3
MAX	ILVBL
MAX	STEAP3
MAX	FGF8
MAX	SOCS2
MAX	NEK8
RELA	IL1R1
MAX	TBCEL
MAX	TMEM222
SP1	ESR1
MAX	IP6K1
MAX	LETM2
E2F1	ATM
SMAD3	TGFB1
MAX	TEF
NFKB1	IL1R1
CEBPE	GATA1
MAX	SMYD4
MAX	RAB21
MAX	ALG1
MAX	PLA2G12A
WT1	WTAP
MAX	CLCN6
MAX	NPM3
SP1	TAL1
MAX	ABTB2
MAX	NDUFA7
MAX	PRRT2
MAX	PER1
RELA	HDAC1
TBP	TEAD1
MAX	TRIB1
MAX	PHPT1
MAX	VKORC1L1
GABPA	ATF1
MAX	C6orf52
E2F1	SP1
SP1	MAPK3
AR	NCOR1
MAX	NOC2L
CREBBP	CREB1
MAX	MEF2D
MAX	VPS16
TP53	HIPK2
BCL6	HDAC7
E2F1	SP3
MAX	IFI30
NFYA	CD74
AR	NCOA2
MAX	NOL3
TP53	BCL2L1
HNF4A	MGAT1
MAX	RAB3IL1
MAX	TIMM50
MAX	KDM4B
TBP	MYC
MAX	SMNDC1
MAX	MRPS15
MAX	MCOLN1
MAX	BCAS3
HIF1A	NR4A1
MAX	TMEM88
TP53	CHEK2
ESR1	GADD45B
MAX	ZBTB49
HNF4A	CLIC1
WT1	PAX2
MAX	NPM1
YY1	EP300
MAX	CCNE2
MAX	TMEM108
STAT1	EGFR
MAX	B3GALT6
MAX	CD63
MAX	DVL2
SP1	BRCA1
MAX	IFRD2
MAX	FLCN
MAX	TUG1
MAX	MET
SP1	SMAD2
JUND	MAPK10
CREBBP	EP300
MAX	AUP1
MAX	PABPC4
NFKB1	AR
MAX	DLEU2
JUN	RELA
ESR1	NCOA2
MYC	LEF1
MAX	PPM1N
POU5F1	SOX2
MAX	INO80
JUN	FOSL2
SP1	REL
MAX	EML2
MAX	ARRDC4
RELA	MYC
NFKB2	NFKBIB
RELA	PPARA
MAX	SFXN2
JUN	STAT3
MAX	TRAPPC8
IRF1	EIF2AK2
MAX	ELK1
MAX	PPCS
MAX	ILF3
NFYA	ACTB
MAX	CCDC116
MAX	HNRNPF
NFYA	UBXN11
MAX	BEND3
MAX	SLC7A2
MAX	DOHH
MAX	LYAR
MAX	EIF4B
MAX	ETV4
BRCA1	MDC1
MAX	PTGES2
ESR1	SHC1
HDAC1	TP53
MAX	MIR497HG
NFKB1	RELB
MAX	SLC37A3
MAX	ATF4
MAX	HBP1
MAX	UBA1
MAX	DAZAP1
MAX	ATG14
SREBF1	SREBF1
HNF4A	PDLIM2
JUN	ERG
MAX	GIT1
MYC	HSP90AA1
E2F1	DDB2
CBFB	RUNX1
MAX	PYGL
EGR1	NPAS1
MAX	DEPDC7
HNF4A	CHD9
MAX	CITED2
MAX	ACVR2B
NFYA	PER1
MAX	PCBP1
MYC	TP73
TP53	BRCA2
MAX	XPO4
TP53	HIPK1
MAX	DLL4
TP53	IFI16
MAX	YTHDF1
JUND	BCL6
MYC	PIEZO1
MAX	CABLES1
MAX	VGF
MAX	FAM83H
MAX	PRDM2
ATF1	CREM
MAX	LSS
MAX	PLXDC1
HSF1	HSPA1A
TP53	BCL2
MAX	MEX3A
STAT1	STAT5A
MAX	C19orf25
MAX	MTHFD1L
HNF4A	STK11
CTCF	BRCA1
MAX	SHISA7
ESR1	JUN
MAX	AMPD2
CTCF	THRB
MAX	MAT2A
PAX2	WT1
NFYA	SIRT2
MYC	YY1
MAX	IPO13
MAX	NUP153
MAX	TMED10
MAX	ITGA7
ERG	ERG
MAX	EBNA1BP2
MYB	NCL
GATA1	SPI1
MAX	MXI1
STAT1	PTPN2
MAX	PLAGL1
MAX	KLHL21
AR	NCOR2
MYBL1	NCL
EGR1	JUN
MAX	KIAA2013
MAX	ABHD1
MAX	CTF1
NFYA	STARD7
MAX	SPPL3
MAX	DHX35
MAX	HDAC2
JUNB	FOSL1
MAX	NCL
EP300	CREBBP
MAX	RAPGEF3
CTNNB1	TCF7
MAX	UBN1
MAX	SNORD88A
NFYA	MIR130B
MAX	FBXO32
KAT5	STAT3
MAX	TBKBP1
MAX	PDK2
MAX	SNORD56
MAX	HSPD1
JUN	NRAS
EP300	MITF
MAX	CENPM
JUN	MAPK10
MAX	PPIA
MAX	B4GALT2
MAX	UBAP2L
MAX	KAT6A
MAX	SLC31A2
MAX	UBE2B
MAX	STXBP2
MAX	WRAP53
NFYB	NFYC
SPI1	NFKB1
MAX	SYNCRIP
MYC	DNMT3A
ESR1	NCOA3
MAX	SLC33A1
MAX	MAP3K10
MAX	PPA1
DDIT3	TRIB3
MAX	SYNGAP1
MAX	TBC1D17
NFKB2	NFKB2
SP1	CEBPB
ESR1	NR0B2
MAX	CCDC6
MAX	LINGO1
MAX	USP36
STAT3	IL2RA
MAX	USP2
RELA	NFKBIB
MAX	HNRNPH3
WT1	CIAO1
MAX	NLN
NFKB1	ATF3
HNF4A	PLEKHG2
MAX	KLF9
MAX	ANKRD13B
HDAC1	SP1
MAX	COMTD1
MAX	TOM1L2
HDAC1	RUNX3
MAX	OSGEP
E2F4	BRCA1
MAX	NOP56
MAX	DNAAF2
MAX	FOXD3
MAX	MON1A
MAX	SEC24A
MAX	PET117
CREB1	CIITA
MAX	VPS26A
SP1	ATF7IP
E2F1	CHEK2
MAX	NTRK1
RELA	RELB
MAX	TRMT6
NFKB1	MAP3K8
MAX	PFDN2
MAX	METTL3
MAX	NOL6
CREB1	EP300
MAX	PRELID1
MAX	CCDC103
MAX	PCDH8
MAX	C2
MAX	TMEM86A
HNF4A	HINT2
TP53	PLK3
MAX	ATP6V0D1
MAX	ST6GAL1
E2F1	CUL1
SP1	POGZ
ATF5	DISC1
TP53	WRN
CEBPA	RB1
MAX	RAN
MAX	SPRYD4
MAX	UTP18
MAX	EZR
MAX	BMI1
MAX	ZNRF2
MAX	BOP1
MAX	PPRC1
MAX	CAMKK1
MAX	ARF6
MAX	ACACA
MAX	CBX5
NFYA	WDR81
MAX	NDUFAF2
NFKB1	NFKBIB
MAX	ATF7IP
MAX	GPR176
MAX	USP3
MAX	MBLAC2
MAX	C9orf85
AR	KLK2
CREB1	ATF1
MAX	BRD2
MAX	MIR762
MAX	MAPRE1
MAX	DCAF11
MAX	BUB3
MAX	RAD1
TP53	CHEK1
MAX	DNAAF1
E2F1	IGF1R
TFAP2A	CTNNB1
CEBPA	RUNX1T1
SRF	SRF
MAX	ARPC5
MAX	MSN
TP53	ING1
NFYA	HSPA1L
MAX	RDH5
MAX	DUSP1
MAX	ZCWPW1
MAX	COQ4
MAX	SNORA33
MAX	AP1S2
SMAD4	BTRC
EP300	CREB3
MAX	SNORD88C
GATA2	JUN
MAX	ID2
ATF2	ATF2
MAX	BPTF
JUN	FOS
MYB	MYBBP1A
ATF3	DDIT3
MAX	ATAD3B
MAX	EIF4H
MAX	KIF26B
BRCA1	JAK2
MAX	TNFRSF21
MAX	JMJD8
MAX	C1orf43
MAX	PLCB3
NFYA	PHF5A
MAX	LPCAT4
SP1	KLF10
EP300	SP1
JUN	RUNX2
MAX	MYC
MAX	ARID1A
MAX	GNL3
MAX	DUSP7
TP53	CHUK
MAX	CNPY3
SMAD7	TGFBR1
SPI1	RUNX1
MAX	ADK
MAX	EXOSC5
MAX	SNORA51
MAX	ASPHD1
MAX	FJX1
AR	NRIP1
TP53	EGR1
NFYA	CAB39L
NFYA	TNRC6B
MAX	PPP1R3B
AR	UBE3A
TP53	TP53
NFKB1	BCL3
MAX	ATXN7L2
MAX	DNAJC8
MAX	NTPCR
MAX	DNAJA3
MAX	MIR1234
MAX	SLC7A5
MAX	DERL1
HNF4A	ZMYND15
SPI1	RARA
MAX	BCKDHA
MAX	HSPE1-MOB4
MAX	SNORD101
MAX	ESRRA
MAX	RFX3
ESR1	CDC25B
ETS1	ETS1
MAX	AGAP3
HNF4A	PRR3
E2F1	CREBBP
MAX	ADCY3
MAX	FABP3
MAX	ATAD3A
E2F1	BRCA1
MAX	SLC43A1
JUN	HDAC3
MAX	KCNQ5
HNF1A	HNF4A
MAX	MSL2
GABPA	SP3
MAX	BNIP3L
MAX	MRPL27
TP53	PLK1
MAX	EFTUD2
MAX	IGF1R
MAX	SLC4A2
NFYA	OSBPL9
MAX	RAB24
STAT5B	IL2RA
MAX	FAM168B
NFYA	MAPKAPK3
MAX	BHLHE40
NFYA	KBTBD8
RBL1	MYC
MAX	ZNF783
MAX	GTPBP1
MAX	SNORD100
NFKB1	ELF3
HDAC1	PCNA
MAX	APOBR
GATA2	ENO1
MAX	AGMAT
MAX	REXO2
SP1	HIF1A
MAX	MPST
CEBPA	NFYA
MAX	EGR2
ATF3	NFKB1
MAX	ELOVL4
MAX	FBXL2
ESR2	OXT
MAX	MEPCE
EP300	RELA
SP1	AR
MAX	MEX3C
MAX	SEMA3B
GATA2	SPI1
MAX	C1orf122
EP300	SREBF2
MAX	FAM3C
MYC	SMAD2
MAX	DUSP2
EGR1	RELA
MAX	SLC25A39
MAX	SET
MAX	LRRC37A3
NFYA	WASF2
MAX	CELF1
MAX	RPS12
GABPA	EP300
TP53	PTTG1
MAX	LEF1
STAT1	FOS
MAX	STAT3
MAX	QSOX2
MAX	DHRS4-AS1
YY1	FBRS
MAX	TTLL11
MAX	ZNF574
MAX	MEN1
CEBPB	SMAD3
MAX	PPP1R3D
TFAP2A	IGF1R
MAX	NIT1
HDAC1	DNMT1
MAX	NTN3
MAX	TOMM5
MAX	ZNF296
AR	POU2F1
MAX	PHC3
MAX	PSD
MAX	RTN4RL1
MAX	MEGF9
AR	SMAD3
SP1	ELF1
MAX	RASSF3
MAX	GPSM2
MAX	EIF3H
E2F1	PARP1
MAX	PLP2
MAX	TRPM7
MAX	QTRT1
